    # BLOCK:          ACTUAL_PE:              PE_AVE:              ERROR:
          89        -7.545155e+00        -7.547004e+00         8.135916e-04
          90        -7.553986e+00        -7.547081e+00         8.082426e-04
          91        -7.530150e+00        -7.546895e+00         8.204972e-04
          92        -7.563033e+00        -7.547070e+00         8.301172e-04
          93        -7.547776e+00        -7.547078e+00         8.212259e-04
          94        -7.547837e+00        -7.547086e+00         8.125291e-04
          95        -7.553708e+00        -7.547156e+00         8.069609e-04
          96        -7.556069e+00        -7.547249e+00         8.038780e-04
          97        -7.556479e+00        -7.547344e+00         8.012026e-04
          98        -7.541149e+00        -7.547281e+00         7.955165e-04
          99        -7.550799e+00        -7.547316e+00         7.882745e-04
         100        -7.545480e+00        -7.547298e+00         7.806055e-04
         101        -7.546124e+00        -7.547286e+00         7.729632e-04
         102        -7.541218e+00        -7.547227e+00         7.676714e-04
         103        -7.560535e+00        -7.547356e+00         7.710150e-04
         104        -7.552613e+00        -7.547406e+00         7.652565e-04
         105        -7.536209e+00        -7.547300e+00         7.653632e-04
         106        -7.556765e+00        -7.547389e+00         7.633336e-04
         107        -7.550225e+00        -7.547416e+00         7.566597e-04
         108        -7.546282e+00        -7.547405e+00         7.497263e-04
         109        -7.552899e+00        -7.547456e+00         7.445406e-04
         110        -7.541889e+00        -7.547405e+00         7.394897e-04
         111        -7.543300e+00        -7.547368e+00         7.337520e-04
         112        -7.568694e+00        -7.547558e+00         7.515013e-04
         113        -7.547567e+00        -7.547558e+00         7.448508e-04
         114        -7.545194e+00        -7.547538e+00         7.386057e-04
         115        -7.535984e+00        -7.547437e+00         7.389846e-04
         116        -7.556605e+00        -7.547516e+00         7.368284e-04
         117        -7.549772e+00        -7.547536e+00         7.307830e-04
         118        -7.563647e+00        -7.547672e+00         7.372344e-04
         119        -7.552150e+00        -7.547710e+00         7.319990e-04
         120        -7.546685e+00        -7.547701e+00         7.259488e-04
         121        -7.543792e+00        -7.547669e+00         7.206679e-04
         122        -7.547569e+00        -7.547668e+00         7.147613e-04
         123        -7.553779e+00        -7.547718e+00         7.106748e-04
         124        -7.547942e+00        -7.547720e+00         7.049458e-04
         125        -7.553363e+00        -7.547765e+00         7.007503e-04
         126        -7.542281e+00        -7.547721e+00         6.965390e-04
         127        -7.552674e+00        -7.547760e+00         6.921453e-04
         128        -7.549513e+00        -7.547774e+00         6.868734e-04
         129        -7.541698e+00        -7.547727e+00         6.831618e-04
         130        -7.544462e+00        -7.547702e+00         6.783681e-04
         131        -7.556432e+00        -7.547768e+00         6.764556e-04
         132        -7.549175e+00        -7.547779e+00         6.714149e-04
         133        -7.550511e+00        -7.547799e+00         6.666809e-04
         134        -7.540866e+00        -7.547748e+00         6.637106e-04
         135        -7.534601e+00        -7.547650e+00         6.659005e-04
         136        -7.548434e+00        -7.547656e+00         6.610291e-04
         137        -7.556275e+00        -7.547719e+00         6.591909e-04
         138        -7.541477e+00        -7.547674e+00         6.559644e-04
         139        -7.554899e+00        -7.547726e+00         6.533014e-04
         140        -7.540558e+00        -7.547675e+00         6.506380e-04
         141        -7.554631e+00        -7.547724e+00         6.478913e-04
         142        -7.536863e+00        -7.547647e+00         6.478273e-04
         143        -7.532761e+00        -7.547543e+00         6.516073e-04
         144        -7.537112e+00        -7.547471e+00         6.510963e-04
         145        -7.544211e+00        -7.547448e+00         6.469940e-04
         146        -7.542259e+00        -7.547413e+00         6.435382e-04
         147        -7.546577e+00        -7.547407e+00         6.391856e-04
         148        -7.524284e+00        -7.547251e+00         6.536820e-04
         149        -7.555045e+00        -7.547303e+00         6.513843e-04
         150        -7.545820e+00        -7.547293e+00         6.471168e-04
         151        -7.539808e+00        -7.547244e+00         6.447274e-04
         152        -7.521157e+00        -7.547072e+00         6.629345e-04
         153        -7.541631e+00        -7.547037e+00         6.595548e-04
         154        -7.550563e+00        -7.547059e+00         6.556693e-04
         155        -7.549852e+00        -7.547077e+00         6.516867e-04
         156        -7.553785e+00        -7.547120e+00         6.489260e-04
         157        -7.550789e+00        -7.547144e+00         6.452133e-04
         158        -7.544596e+00        -7.547128e+00         6.413312e-04
         159        -7.552071e+00        -7.547159e+00         6.380508e-04
         160        -7.541756e+00        -7.547125e+00         6.349559e-04
         161        -7.574996e+00        -7.547298e+00         6.541855e-04
         162        -7.534564e+00        -7.547220e+00         6.548528e-04
         163        -7.549765e+00        -7.547235e+00         6.510216e-04
         164        -7.552570e+00        -7.547268e+00         6.478642e-04
         165        -7.560467e+00        -7.547348e+00         6.488581e-04
         166        -7.543187e+00        -7.547323e+00         6.454332e-04
         167        -7.545184e+00        -7.547310e+00         6.416954e-04
         168        -7.534111e+00        -7.547231e+00         6.426675e-04
         169        -7.548149e+00        -7.547237e+00         6.388877e-04
         170        -7.537379e+00        -7.547179e+00         6.377555e-04
         171        -7.544603e+00        -7.547164e+00         6.342038e-04
         172        -7.553990e+00        -7.547203e+00         6.317573e-04
         173        -7.544152e+00        -7.547186e+00         6.283516e-04
         174        -7.540776e+00        -7.547149e+00         6.258193e-04
         175        -7.529182e+00        -7.547046e+00         6.306084e-04
         176        -7.551314e+00        -7.547070e+00         6.274916e-04
         177        -7.565936e+00        -7.547177e+00         6.329339e-04
         178        -7.551252e+00        -7.547200e+00         6.297918e-04
         179        -7.537407e+00        -7.547145e+00         6.286453e-04
         180        -7.537962e+00        -7.547094e+00         6.272196e-04
         181        -7.559069e+00        -7.547160e+00         6.272339e-04
         182        -7.544541e+00        -7.547146e+00         6.239527e-04
         183        -7.540793e+00        -7.547111e+00         6.215080e-04
         184        -7.551487e+00        -7.547135e+00         6.185851e-04
         185        -7.555900e+00        -7.547182e+00         6.170531e-04
         186        -7.539386e+00        -7.547140e+00         6.151577e-04
         187        -7.549702e+00        -7.547154e+00         6.120207e-04
         188        -7.553090e+00        -7.547186e+00         6.095790e-04
         189        -7.539958e+00        -7.547148e+00         6.075521e-04
         190        -7.539216e+00        -7.547106e+00         6.057870e-04
         191        -7.535595e+00        -7.547046e+00         6.056058e-04
         192        -7.538397e+00        -7.547000e+00         6.041247e-04
         193        -7.537461e+00        -7.546951e+00         6.030133e-04
         194        -7.537545e+00        -7.546903e+00         6.018511e-04
         195        -7.537827e+00        -7.546856e+00         6.005614e-04
         196        -7.544278e+00        -7.546843e+00         5.976414e-04
         197        -7.549262e+00        -7.546855e+00         5.947338e-04
         198        -7.541651e+00        -7.546829e+00         5.923105e-04
         199        -7.567595e+00        -7.546933e+00         5.984562e-04
         200        -7.540382e+00        -7.546900e+00         5.963597e-04
