    # BLOCK:          ACTUAL_P:          P_AVE:              ERROR:
         128         1.434224e+00         1.403807e+00         5.955574e-03
         129         1.366981e+00         1.403522e+00         5.916245e-03
         130         1.426353e+00         1.403698e+00         5.873341e-03
         131         1.320918e+00         1.403066e+00         5.862401e-03
         132         1.297132e+00         1.402263e+00         5.872662e-03
         133         1.407456e+00         1.402302e+00         5.828637e-03
         134         1.276919e+00         1.401366e+00         5.859764e-03
         135         1.420812e+00         1.401511e+00         5.818128e-03
         136         1.355470e+00         1.401172e+00         5.785188e-03
         137         1.343765e+00         1.400753e+00         5.758116e-03
         138         1.456331e+00         1.401156e+00         5.730458e-03
         139         1.434810e+00         1.401398e+00         5.694344e-03
         140         1.327843e+00         1.400872e+00         5.677856e-03
         141         1.373555e+00         1.400679e+00         5.640892e-03
         142         1.415502e+00         1.400783e+00         5.602133e-03
         143         1.406177e+00         1.400821e+00         5.563085e-03
         144         1.322754e+00         1.400279e+00         5.550805e-03
         145         1.329535e+00         1.399791e+00         5.533923e-03
         146         1.363446e+00         1.399542e+00         5.501616e-03
         147         1.296451e+00         1.398841e+00         5.508706e-03
         148         1.492898e+00         1.399476e+00         5.508022e-03
         149         1.502768e+00         1.400169e+00         5.514507e-03
         150         1.416263e+00         1.400277e+00         5.478788e-03
         151         1.270484e+00         1.399417e+00         5.509518e-03
         152         1.415009e+00         1.399520e+00         5.474226e-03
         153         1.345327e+00         1.399165e+00         5.449893e-03
         154         1.296112e+00         1.398496e+00         5.455433e-03
         155         1.420562e+00         1.398639e+00         5.422094e-03
         156         1.388673e+00         1.398575e+00         5.387713e-03
         157         1.444565e+00         1.398868e+00         5.361354e-03
         158         1.382828e+00         1.398766e+00         5.328382e-03
         159         1.491272e+00         1.399348e+00         5.326539e-03
         160         1.474013e+00         1.399815e+00         5.313650e-03
         161         1.349423e+00         1.399502e+00         5.289856e-03
         162         1.410506e+00         1.399570e+00         5.257639e-03
         163         1.389763e+00         1.399509e+00         5.225728e-03
         164         1.388281e+00         1.399441e+00         5.194312e-03
         165         1.379409e+00         1.399320e+00         5.164250e-03
         166         1.296588e+00         1.398701e+00         5.170089e-03
         167         1.410002e+00         1.398768e+00         5.139573e-03
         168         1.464420e+00         1.399159e+00         5.123815e-03
         169         1.426740e+00         1.399322e+00         5.096095e-03
         170         1.386013e+00         1.399244e+00         5.066719e-03
         171         1.414754e+00         1.399335e+00         5.037901e-03
         172         1.413779e+00         1.399419e+00         5.009311e-03
         173         1.424510e+00         1.399564e+00         4.982455e-03
         174         1.379292e+00         1.399447e+00         4.955182e-03
         175         1.460102e+00         1.399794e+00         4.938973e-03
         176         1.454916e+00         1.400107e+00         4.920831e-03
         177         1.294416e+00         1.399510e+00         4.929127e-03
         178         1.418454e+00         1.399616e+00         4.902584e-03
         179         1.442984e+00         1.399859e+00         4.881178e-03
         180         1.332611e+00         1.399485e+00         4.868336e-03
         181         1.348759e+00         1.399205e+00         4.849499e-03
         182         1.388566e+00         1.399146e+00         4.823206e-03
         183         1.375015e+00         1.399014e+00         4.798652e-03
         184         1.376287e+00         1.398891e+00         4.774162e-03
         185         1.340437e+00         1.398575e+00         4.758800e-03
         186         1.299511e+00         1.398042e+00         4.762926e-03
         187         1.433270e+00         1.398231e+00         4.741179e-03
         188         1.409237e+00         1.398289e+00         4.716322e-03
         189         1.392212e+00         1.398257e+00         4.691477e-03
         190         1.296327e+00         1.397721e+00         4.697358e-03
         191         1.472248e+00         1.398111e+00         4.688943e-03
         192         1.409828e+00         1.398172e+00         4.664919e-03
         193         1.369069e+00         1.398021e+00         4.643185e-03
         194         1.525415e+00         1.398678e+00         4.665455e-03
         195         1.277807e+00         1.398058e+00         4.682525e-03
         196         1.479193e+00         1.398472e+00         4.676896e-03
         197         1.287823e+00         1.397910e+00         4.686761e-03
         198         1.420086e+00         1.398022e+00         4.664428e-03
         199         1.507336e+00         1.398571e+00         4.673223e-03
         200         1.417690e+00         1.398667e+00         4.650834e-03
