    # BLOCK:          ACTUAL_PE:              PE_AVE:              ERROR:
         138        -5.454456e+00        -5.463736e+00         1.097835e-03
         139        -5.456751e+00        -5.463686e+00         1.091087e-03
         140        -5.479476e+00        -5.463799e+00         1.089107e-03
         141        -5.472774e+00        -5.463862e+00         1.083241e-03
         142        -5.464082e+00        -5.463864e+00         1.075614e-03
         143        -5.463198e+00        -5.463859e+00         1.068102e-03
         144        -5.477015e+00        -5.463951e+00         1.064585e-03
         145        -5.476887e+00        -5.464040e+00         1.060975e-03
         146        -5.468190e+00        -5.464068e+00         1.054089e-03
         147        -5.483033e+00        -5.464197e+00         1.054784e-03
         148        -5.443776e+00        -5.464059e+00         1.056643e-03
         149        -5.444123e+00        -5.463925e+00         1.057989e-03
         150        -5.463497e+00        -5.463923e+00         1.050939e-03
         151        -5.486784e+00        -5.464074e+00         1.054828e-03
         152        -5.458387e+00        -5.464037e+00         1.048552e-03
         153        -5.476939e+00        -5.464121e+00         1.045084e-03
         154        -5.483123e+00        -5.464244e+00         1.045557e-03
         155        -5.457048e+00        -5.464198e+00         1.039842e-03
         156        -5.463285e+00        -5.464192e+00         1.033192e-03
         157        -5.461415e+00        -5.464174e+00         1.026763e-03
         158        -5.473939e+00        -5.464236e+00         1.022123e-03
         159        -5.451780e+00        -5.464158e+00         1.018692e-03
         160        -5.452179e+00        -5.464083e+00         1.015072e-03
         161        -5.472901e+00        -5.464138e+00         1.010244e-03
         162        -5.466384e+00        -5.464152e+00         1.004103e-03
         163        -5.460195e+00        -5.464127e+00         9.982363e-04
         164        -5.462158e+00        -5.464115e+00         9.922217e-04
         165        -5.464443e+00        -5.464117e+00         9.862102e-04
         166        -5.477265e+00        -5.464196e+00         9.834447e-04
         167        -5.461391e+00        -5.464180e+00         9.776993e-04
         168        -5.454253e+00        -5.464121e+00         9.736634e-04
         169        -5.461753e+00        -5.464107e+00         9.680029e-04
         170        -5.469905e+00        -5.464141e+00         9.629095e-04
         171        -5.459927e+00        -5.464116e+00         9.575937e-04
         172        -5.462899e+00        -5.464109e+00         9.520524e-04
         173        -5.459312e+00        -5.464081e+00         9.469529e-04
         174        -5.468366e+00        -5.464106e+00         9.418308e-04
         175        -5.456401e+00        -5.464062e+00         9.374774e-04
         176        -5.450026e+00        -5.463982e+00         9.355366e-04
         177        -5.483003e+00        -5.464089e+00         9.364028e-04
         178        -5.458356e+00        -5.464057e+00         9.316960e-04
         179        -5.455420e+00        -5.464009e+00         9.277396e-04
         180        -5.477810e+00        -5.464086e+00         9.257483e-04
         181        -5.472384e+00        -5.464132e+00         9.217683e-04
         182        -5.461041e+00        -5.464115e+00         9.168600e-04
         183        -5.470304e+00        -5.464148e+00         9.124735e-04
         184        -5.464815e+00        -5.464152e+00         9.075216e-04
         185        -5.470602e+00        -5.464187e+00         9.032854e-04
         186        -5.480636e+00        -5.464275e+00         9.027478e-04
         187        -5.455579e+00        -5.464229e+00         8.991172e-04
         188        -5.468298e+00        -5.464250e+00         8.945951e-04
         189        -5.466964e+00        -5.464265e+00         8.899770e-04
         190        -5.482453e+00        -5.464361e+00         8.904261e-04
         191        -5.454198e+00        -5.464307e+00         8.873525e-04
         192        -5.469020e+00        -5.464332e+00         8.830702e-04
         193        -5.468901e+00        -5.464356e+00         8.788120e-04
         194        -5.445375e+00        -5.464258e+00         8.797110e-04
         195        -5.487971e+00        -5.464379e+00         8.835651e-04
         196        -5.449787e+00        -5.464305e+00         8.821881e-04
         197        -5.488205e+00        -5.464426e+00         8.860131e-04
         198        -5.460609e+00        -5.464407e+00         8.817480e-04
         199        -5.444791e+00        -5.464308e+00         8.828095e-04
         200        -5.456063e+00        -5.464267e+00         8.793576e-04
