    # BLOCK:          ACTUAL_P:          P_AVE:              ERROR:
          61         7.774179e+00         7.758353e+00         2.727408e-03
          62         7.764615e+00         7.758454e+00         2.685287e-03
          63         7.746850e+00         7.758270e+00         2.648973e-03
          64         7.769035e+00         7.758438e+00         2.612918e-03
          65         7.728579e+00         7.757979e+00         2.612788e-03
          66         7.744437e+00         7.757774e+00         2.581243e-03
          67         7.791659e+00         7.758279e+00         2.591791e-03
          68         7.737678e+00         7.757976e+00         2.571322e-03
          69         7.766203e+00         7.758096e+00         2.536819e-03
          70         7.766461e+00         7.758215e+00         2.503392e-03
          71         7.789629e+00         7.758658e+00         2.506926e-03
          72         7.756795e+00         7.758632e+00         2.472241e-03
          73         7.748442e+00         7.758492e+00         2.442312e-03
          74         7.806252e+00         7.759138e+00         2.493128e-03
          75         7.774471e+00         7.759342e+00         2.468254e-03
          76         7.741839e+00         7.759112e+00         2.446497e-03
          77         7.712747e+00         7.758510e+00         2.487720e-03
          78         7.751386e+00         7.758418e+00         2.457502e-03
          79         7.737096e+00         7.758148e+00         2.441170e-03
          80         7.775341e+00         7.758363e+00         2.420097e-03
          81         7.736644e+00         7.758095e+00         2.405027e-03
          82         7.739093e+00         7.757863e+00         2.386836e-03
          83         7.756963e+00         7.757852e+00         2.358103e-03
          84         7.728291e+00         7.757501e+00         2.356144e-03
          85         7.780031e+00         7.757766e+00         2.343286e-03
          86         7.785824e+00         7.758092e+00         2.338641e-03
          87         7.766162e+00         7.758185e+00         2.313599e-03
          88         7.777643e+00         7.758406e+00         2.297850e-03
          89         7.767858e+00         7.758512e+00         2.274485e-03
          90         7.732300e+00         7.758221e+00         2.267782e-03
          91         7.732877e+00         7.757942e+00         2.259899e-03
          92         7.738805e+00         7.757734e+00         2.244888e-03
          93         7.769628e+00         7.757862e+00         2.224389e-03
          94         7.768518e+00         7.757975e+00         2.203612e-03
          95         7.767489e+00         7.758076e+00         2.182690e-03
          96         7.736706e+00         7.757853e+00         2.171274e-03
          97         7.742877e+00         7.757699e+00         2.154372e-03
          98         7.750726e+00         7.757627e+00         2.133563e-03
          99         7.768407e+00         7.757736e+00         2.114789e-03
         100         7.759969e+00         7.757759e+00         2.093759e-03
         101         7.745277e+00         7.757635e+00         2.076672e-03
         102         7.789328e+00         7.757946e+00         2.079427e-03
         103         7.775819e+00         7.758119e+00         2.066467e-03
         104         7.736453e+00         7.757911e+00         2.057071e-03
         105         7.740038e+00         7.757741e+00         2.044511e-03
         106         7.792795e+00         7.758071e+00         2.051795e-03
         107         7.743017e+00         7.757931e+00         2.037437e-03
         108         7.748566e+00         7.757844e+00         2.020416e-03
         109         7.773774e+00         7.757990e+00         2.007159e-03
         110         7.774565e+00         7.758141e+00         1.994560e-03
         111         7.758833e+00         7.758147e+00         1.976601e-03
         112         7.765824e+00         7.758216e+00         1.960140e-03
         113         7.744985e+00         7.758099e+00         1.946288e-03
         114         7.768152e+00         7.758187e+00         1.931212e-03
         115         7.767847e+00         7.758271e+00         1.916245e-03
         116         7.780778e+00         7.758465e+00         1.909523e-03
         117         7.760475e+00         7.758482e+00         1.893280e-03
         118         7.778932e+00         7.758655e+00         1.885151e-03
         119         7.772715e+00         7.758773e+00         1.873008e-03
         120         7.742901e+00         7.758641e+00         1.862064e-03
         121         7.748611e+00         7.758558e+00         1.848519e-03
         122         7.755014e+00         7.758529e+00         1.833596e-03
         123         7.764628e+00         7.758579e+00         1.819359e-03
         124         7.771690e+00         7.758685e+00         1.807756e-03
         125         7.740792e+00         7.758541e+00         1.798952e-03
         126         7.740581e+00         7.758399e+00         1.790313e-03
         127         7.730195e+00         7.758177e+00         1.789936e-03
         128         7.795357e+00         7.758467e+00         1.799366e-03
         129         7.763745e+00         7.758508e+00         1.785883e-03
         130         7.745861e+00         7.758411e+00         1.774793e-03
         131         7.802850e+00         7.758750e+00         1.793371e-03
         132         7.755206e+00         7.758723e+00         1.779986e-03
         133         7.760343e+00         7.758735e+00         1.766644e-03
         134         7.747599e+00         7.758652e+00         1.755414e-03
         135         7.762883e+00         7.758684e+00         1.742691e-03
         136         7.749163e+00         7.758614e+00         1.731283e-03
         137         7.730927e+00         7.758412e+00         1.730400e-03
         138         7.780181e+00         7.758569e+00         1.725036e-03
         139         7.753086e+00         7.758530e+00         1.713077e-03
         140         7.743234e+00         7.758421e+00         1.704321e-03
         141         7.799786e+00         7.758714e+00         1.717298e-03
         142         7.756104e+00         7.758696e+00         1.705303e-03
         143         7.754279e+00         7.758665e+00         1.693657e-03
         144         7.768264e+00         7.758731e+00         1.683207e-03
         145         7.732971e+00         7.758554e+00         1.680949e-03
         146         7.763600e+00         7.758588e+00         1.669791e-03
         147         7.766183e+00         7.758640e+00         1.659231e-03
         148         7.776092e+00         7.758758e+00         1.652205e-03
         149         7.743372e+00         7.758655e+00         1.644340e-03
         150         7.753500e+00         7.758620e+00         1.633736e-03
         151         7.737697e+00         7.758482e+00         1.628783e-03
         152         7.743696e+00         7.758384e+00         1.620969e-03
         153         7.732945e+00         7.758218e+00         1.618879e-03
         154         7.731238e+00         7.758043e+00         1.617820e-03
         155         7.772493e+00         7.758136e+00         1.610066e-03
         156         7.725555e+00         7.757927e+00         1.613234e-03
         157         7.778238e+00         7.758057e+00         1.608137e-03
         158         7.725200e+00         7.757849e+00         1.611349e-03
         159         7.753254e+00         7.757820e+00         1.601474e-03
         160         7.784587e+00         7.757987e+00         1.600179e-03
         161         7.764286e+00         7.758026e+00         1.590718e-03
         162         7.771124e+00         7.758107e+00         1.582952e-03
         163         7.747860e+00         7.758044e+00         1.574489e-03
         164         7.812907e+00         7.758379e+00         1.600032e-03
         165         7.762744e+00         7.758405e+00         1.590553e-03
         166         7.753636e+00         7.758376e+00         1.581231e-03
         167         7.806193e+00         7.758663e+00         1.597476e-03
         168         7.752078e+00         7.758624e+00         1.588448e-03
         169         7.762685e+00         7.758648e+00         1.579231e-03
         170         7.740238e+00         7.758539e+00         1.573650e-03
         171         7.774424e+00         7.758632e+00         1.567186e-03
         172         7.767856e+00         7.758686e+00         1.558992e-03
         173         7.763287e+00         7.758712e+00         1.550207e-03
         174         7.747744e+00         7.758649e+00         1.542579e-03
         175         7.745268e+00         7.758573e+00         1.535659e-03
         176         7.756312e+00         7.758560e+00         1.526987e-03
         177         7.765267e+00         7.758598e+00         1.518830e-03
         178         7.741091e+00         7.758500e+00         1.513478e-03
         179         7.770365e+00         7.758566e+00         1.506474e-03
         180         7.777480e+00         7.758671e+00         1.501765e-03
         181         7.782373e+00         7.758802e+00         1.499166e-03
         182         7.780680e+00         7.758922e+00         1.495741e-03
         183         7.759242e+00         7.758924e+00         1.487568e-03
         184         7.780314e+00         7.759040e+00         1.484019e-03
         185         7.753058e+00         7.759008e+00         1.476350e-03
         186         7.761609e+00         7.759022e+00         1.468478e-03
         187         7.736079e+00         7.758899e+00         1.465742e-03
         188         7.759145e+00         7.758900e+00         1.457946e-03
         189         7.738161e+00         7.758791e+00         1.454355e-03
         190         7.774401e+00         7.758873e+00         1.449020e-03
         191         7.766811e+00         7.758914e+00         1.442029e-03
         192         7.727635e+00         7.758752e+00         1.443692e-03
         193         7.742950e+00         7.758670e+00         1.438531e-03
         194         7.743102e+00         7.758589e+00         1.433353e-03
         195         7.743459e+00         7.758512e+00         1.428101e-03
         196         7.754034e+00         7.758489e+00         1.420997e-03
         197         7.743264e+00         7.758412e+00         1.415884e-03
         198         7.715440e+00         7.758195e+00         1.425269e-03
         199         7.798300e+00         7.758396e+00         1.432285e-03
         200         7.737277e+00         7.758291e+00         1.429011e-03
